27/03/1994,1.753507
26/04/1994,1.750419
26/05/1994,1.747159
26/06/1994,1.744071
26/07/1994,1.740982
26/08/1994,1.737722
26/09/1994,1.734634
26/10/1994,1.731546
26/11/1994,1.728286
26/12/1994,1.725197
26/01/1995,1.722109
26/02/1995,1.718849
26/03/1995,1.715761
24/04/1995,1.710476
24/05/1995,1.705027
24/06/1995,1.699742
24/07/1995,1.694293
24/08/1995,1.689009
24/09/1995,1.683559
24/10/1995,1.678275
24/11/1995,1.672825
24/12/1995,1.667541
24/01/1996,1.662091
24/02/1996,1.656807
24/03/1996,1.651358
23/04/1996,1.648608
23/05/1996,1.645697
23/06/1996,1.642947
23/07/1996,1.640036
23/08/1996,1.637286
23/09/1996,1.634375
23/10/1996,1.631625
23/11/1996,1.628714
23/12/1996,1.625965
23/01/1997,1.623053
23/02/1997,1.620304
23/03/1997,1.617392
22/04/1997,1.612709
22/05/1997,1.608025
22/06/1997,1.603342
22/07/1997,1.598658
22/08/1997,1.593975
22/09/1997,1.589291
22/10/1997,1.584607
22/11/1997,1.579924
22/12/1997,1.575240
22/01/1998,1.570557
22/02/1998,1.565873
22/03/1998,1.561190
28/04/1998,1.557105
28/05/1998,1.553172
28/06/1998,1.549087
28/07/1998,1.545003
28/08/1998,1.541070
28/09/1998,1.536985
28/10/1998,1.532901
28/11/1998,1.528967
28/12/1998,1.524883
28/01/1999,1.520798
28/02/1999,1.516865
28/03/1999,1.512781
26/04/1999,1.511434
26/05/1999,1.510087
26/06/1999,1.508741
26/07/1999,1.507244
26/08/1999,1.505898
26/09/1999,1.504551
26/10/1999,1.503204
26/11/1999,1.501857
26/12/1999,1.500511
26/01/2000,1.499014
26/02/2000,1.497668
26/03/2000,1.496321
25/04/2000,1.492410
25/05/2000,1.488354
25/06/2000,1.484443
25/07/2000,1.480387
25/08/2000,1.476476
25/09/2000,1.472421
25/10/2000,1.468510
25/11/2000,1.464454
25/12/2000,1.460543
25/01/2001,1.456487
25/02/2001,1.452576
25/03/2001,1.448520
24/04/2001,1.446526
24/05/2001,1.444532
24/06/2001,1.442538
24/07/2001,1.440401
24/08/2001,1.438407
24/09/2001,1.436413
24/10/2001,1.434419
24/11/2001,1.432425
24/12/2001,1.430431
24/01/2002,1.428295
24/02/2002,1.426301
24/03/2002,1.424307
23/04/2002,1.422346
23/05/2002,1.420385
23/06/2002,1.418425
23/07/2002,1.416324
23/08/2002,1.414363
23/09/2002,1.412402
23/10/2002,1.410442
23/11/2002,1.408481
23/12/2002,1.406520
23/01/2003,1.404420
23/02/2003,1.402459
23/03/2003,1.400498
28/04/2003,1.397365
