2008,"1,650,000.00"
2009,"1,750,000.00"
2010,"1,800,000.00"
2011,"1,800,000.00"
2012,"1,500,000.00"
2013,"1,500,000.00"
2014,"1,250,000.00"
2015,"1,250,000.00"
2016,"1,000,000.00"
2017,"1,000,000.00"
