2006,2.7,1.027
2007,3.6,1.036
2008,3.9,1.039
2009,5,1.05
2010,0,1
2011,4.6,1.046
2012,5,1.05
2013,2.6,1.026
2014,3.2,1.032
2015,2.3,1.023
2016,0.8,1.008
