2006,3,1.03
2007,3.6,1.036
2008,3.9,1.039
2009,5,1.05
2010,3,1.03
2011,4.6,1.046
2012,5,1.05
2013,3,1.03
2014,3.2,1.032
2015,3,1.03
2016,3,1.03
